State,vibxaccg,vibyaccg,chasiaccg
Normal,-0.06408887,-0.497451723,-0.070192572
Normal,-0.112918485,-0.399792492,-0.070192572
Normal,-0.119022187,0.155644398,-0.015259255
Normal,-0.143436994,0.497451723,-0.027466659
Normal,-0.039674062,0.338755473,-0.143436994
Normal,0.039674062,0.027466659,-0.180059206
Normal,0.06408887,-0.082399976,-0.106814783
Normal,0.180059206,-0.119022187,-0.057985168
Normal,0.314340666,-0.186162908,0.015259255
Normal,0.277718436,-0.125125889,-0.039674062
Normal,0.143436994,0.06408887,0.003051851
Normal,0.119022187,0.1617481,0.015259255
Normal,-0.03357036,0.173955504,0.003051851
Normal,0.051881466,0.076296274,-0.039674062
Normal,-0.039674062,0.027466659,0.009155553
Normal,-0.03357036,-0.119022187,-0.003051851
Normal,0.045777764,-0.234992523,-0.003051851
Normal,-0.051881466,-0.155644398,0.06408887
Normal,-0.094607379,0.186162908,0.015259255
Normal,-0.137333293,0.546281338,0.088503677
Normal,-0.082399976,0.735496059,0.198370311
Normal,0.070192572,0.119022187,0.119022187
Normal,0.167851802,-0.564592443,0.015259255
Normal,0.167851802,-0.637836829,0.137333293
Normal,0.027466659,-0.198370311,0.180059206
Normal,-0.106814783,0.393688791,0.186162908
Normal,-0.19226661,0.460829511,0.027466659
Normal,-0.057985168,0.143436994,-0.015259255
Normal,0.070192572,-0.045777764,0.039674062
Normal,0.137333293,-0.204474013,0.125125889
Normal,0.088503677,-0.131229591,0.045777764
Normal,-0.009155553,0.009155553,0.051881466
Normal,-0.094607379,0.210577715,-0.039674062
Normal,-0.112918485,0.137333293,0.167851802
Normal,-0.027466659,-0.338755473,0.216681417
Normal,0.051881466,-0.546281338,0.119022187
Normal,0.216681417,-0.357066579,0.003051851
Normal,0.167851802,0.082399976,0.009155553
Normal,-0.021362957,0.253303628,0.06408887
Normal,-0.094607379,0.003051851,0.051881466
Normal,-0.088503677,-0.1617481,-0.03357036
Normal,0.003051851,-0.051881466,-0.131229591
Normal,0.112918485,-0.039674062,-0.314340666
Normal,0.143436994,-0.204474013,-0.25940733
Normal,0.241096225,-0.216681417,-0.265511032
Normal,0.204474013,0.082399976,-0.155644398
Normal,-0.076296274,0.350962877,-0.173955504
Normal,-0.143436994,0.338755473,-0.173955504
Normal,-0.112918485,0.009155553,-0.180059206
Normal,-0.051881466,-0.070192572,-0.149540696
Normal,0.094607379,-0.155644398,-0.100711081
Normal,0.186162908,-0.308236945,-0.027466659
Normal,0.06408887,-0.381481387,-0.009155553
Normal,-0.106814783,-0.363170281,-0.094607379
Normal,-0.338755473,-0.1617481,-0.119022187
Normal,-0.466933213,0.039674062,-0.125125889
Normal,-0.350962877,0.253303628,-0.015259255
Normal,-0.125125889,0.546281338,0.039674062
Normal,0.057985168,0.949125662,0.070192572
Normal,0.125125889,0.67445904,0.076296274
Normal,0.119022187,-0.198370311,0.125125889
Normal,0.027466659,-0.704977587,0.094607379
Normal,-0.112918485,-0.564592443,0.173955504
Normal,-0.119022187,0.021362957,0.228888821
Normal,-0.015259255,0.381481387,0.234992523
Normal,0.112918485,0.106814783,0.149540696
Normal,0.125125889,-0.216681417,0.100711081
Normal,0.082399976,-0.19226661,0.088503677
Normal,0.015259255,-0.094607379,0.082399976
Normal,-0.051881466,0.094607379,0.057985168
Normal,0.021362957,0.308236945,0.03357036
Normal,0.137333293,0.350962877,0.131229591
Normal,0.198370311,0.143436994,0.253303628
Normal,0.210577715,-0.167851802,0.216681417
Normal,0.19226661,-0.222785119,0.149540696
Normal,0.076296274,-0.06408887,0.06408887
Normal,0.057985168,0.076296274,0.119022187
Normal,0.094607379,0.015259255,0.180059206
Normal,0.106814783,-0.112918485,0.100711081
Normal,0.155644398,-0.057985168,0.021362957
Normal,0.186162908,0.173955504,-0.045777764
Normal,0.173955504,0.19226661,-0.106814783
Normal,0.070192572,-0.094607379,-0.173955504
Normal,-0.003051851,-0.210577715,-0.204474013
Normal,0.082399976,-0.167851802,-0.167851802
Normal,0.180059206,0.009155553,-0.1617481
Normal,0.143436994,0.137333293,-0.167851802
Normal,-0.06408887,0.088503677,-0.204474013
Normal,-0.320444368,0.112918485,-0.204474013
Normal,-0.411999896,0.070192572,-0.131229591
Normal,-0.204474013,0.003051851,-0.082399976
Normal,0.045777764,-0.143436994,-0.03357036
Normal,0.210577715,-0.332651772,-0.125125889
Normal,0.039674062,-0.28992584,-0.155644398
Normal,-0.149540696,-0.180059206,-0.19226661
Normal,-0.375377685,-0.112918485,-0.119022187
Normal,-0.387585089,-0.125125889,-0.088503677
Normal,-0.234992523,-0.180059206,-0.076296274
Normal,0.057985168,-0.180059206,-0.155644398
Normal,0.350962877,-0.03357036,-0.057985168
Normal,0.277718436,0.228888821,-0.021362957
Normal,0.198370311,0.454725809,0.06408887
Normal,0.070192572,0.662251636,0.125125889
Normal,-0.070192572,0.851466432,0.131229591
Normal,-0.051881466,0.302133244,0.186162908
Normal,0.155644398,-0.491348021,0.180059206
Normal,0.125125889,-0.704977587,0.234992523
Normal,0.070192572,-0.399792492,0.241096225
Normal,0.015259255,0.082399976,0.198370311
Normal,-0.051881466,0.28992584,0.167851802
Normal,-0.143436994,0.283822138,0.125125889
Normal,0.015259255,0.271614734,0.143436994
Normal,0.1617481,0.088503677,0.131229591
Normal,0.234992523,0.039674062,0.076296274
Normal,0.253303628,0.070192572,0.112918485
Normal,0.131229591,-0.100711081,0.070192572
Normal,-0.027466659,-0.173955504,0.125125889
Normal,-0.076296274,-0.100711081,0.088503677
Normal,0.015259255,0.180059206,0.045777764
Normal,0.112918485,0.241096225,-0.06408887
Normal,0.228888821,0.112918485,-0.125125889
Normal,0.198370311,0.009155553,-0.057985168
Normal,0.003051851,0.06408887,-0.051881466
Normal,0.021362957,0.308236945,-0.057985168
Normal,-0.045777764,0.228888821,-0.045777764
Normal,0.021362957,-0.125125889,-0.06408887
Normal,0.045777764,-0.357066579,-0.057985168
Normal,0.119022187,-0.466933213,-0.039674062
Normal,0.277718436,-0.460829511,-0.009155553
Normal,0.039674062,-0.320444368,-0.009155553
Normal,-0.100711081,-0.241096225,-0.094607379
Normal,-0.143436994,-0.112918485,-0.143436994
Normal,-0.167851802,0.100711081,-0.204474013
Normal,-0.271614734,0.411999896,-0.186162908
Normal,-0.204474013,0.497451723,-0.106814783
Normal,-0.100711081,0.302133244,-0.076296274
Normal,-0.057985168,-0.027466659,-0.082399976
Normal,0.039674062,-0.296029542,-0.094607379
Normal,0.198370311,-0.302133244,-0.06408887
Normal,0.25940733,-0.253303628,0.027466659
Normal,0.100711081,-0.198370311,0.094607379
Normal,0.003051851,0.088503677,0.106814783
Normal,0.076296274,0.534073934,0.143436994
Normal,0.302133244,0.77211827,0.131229591
Normal,0.357066579,0.534073934,0.210577715
Normal,0.149540696,-0.253303628,0.186162908
Normal,-0.027466659,-0.77211827,0.082399976
Normal,-0.045777764,-0.77822201,0.125125889
Normal,-0.106814783,-0.241096225,0.045777764
Normal,-0.125125889,0.344859175,0.039674062
Normal,-0.039674062,0.631733164,-0.027466659
Normal,0.057985168,0.430311002,-0.045777764
Normal,0.137333293,-0.003051851,0.021362957
Normal,0.03357036,-0.320444368,0.021362957
Normal,-0.021362957,-0.399792492,0.045777764
Normal,-0.027466659,-0.247199927,0.015259255
Normal,-0.003051851,0.100711081,0.088503677
Normal,-0.027466659,0.25940733,0.155644398
Normal,0.021362957,0.051881466,0.106814783
Normal,0.003051851,-0.25940733,-0.027466659
Normal,-0.076296274,-0.454725809,-0.082399976
Normal,-0.112918485,-0.204474013,-0.051881466
Normal,-0.149540696,0.155644398,-0.057985168
Normal,-0.131229591,0.363170281,-0.082399976
Normal,0.003051851,0.283822138,-0.149540696
Normal,0.027466659,0.039674062,-0.180059206
Normal,-0.015259255,-0.057985168,-0.131229591
Normal,0.112918485,-0.1617481,-0.070192572
Normal,0.350962877,-0.234992523,0.009155553
Normal,0.350962877,-0.131229591,0.009155553
Normal,0.210577715,0.070192572,-0.027466659
Normal,0.088503677,0.180059206,-0.009155553
Normal,-0.082399976,0.186162908,-0.009155553
Normal,0.021362957,0.137333293,-0.021362957
Normal,0.003051851,-0.015259255,-0.009155553
Normal,0.021362957,-0.143436994,0.003051851
Normal,0.027466659,-0.210577715,0.06408887
Normal,-0.057985168,-0.100711081,0.06408887
Normal,-0.131229591,0.216681417,0.039674062
Normal,-0.106814783,0.607318357,0.106814783
Normal,0.003051851,0.790429413,0.222785119
Normal,0.021362957,0.186162908,0.173955504
Normal,0.125125889,-0.558488742,0.03357036
Normal,0.082399976,-0.704977587,0.100711081
Normal,-0.003051851,-0.216681417,0.204474013
Normal,-0.076296274,0.296029542,0.228888821
Normal,-0.131229591,0.442518406,0.039674062
Normal,-0.021362957,0.167851802,0.015259255
Normal,0.100711081,-0.03357036,0.051881466
Normal,0.100711081,-0.216681417,0.125125889
Normal,0.045777764,-0.1617481,0.051881466
Normal,0.051881466,-0.03357036,0.021362957
Normal,-0.100711081,0.28992584,-0.009155553
Normal,-0.112918485,0.241096225,0.167851802
Normal,-0.015259255,-0.25940733,0.210577715
Normal,0.106814783,-0.485244319,0.106814783
Normal,0.198370311,-0.399792492,0.027466659
Normal,0.143436994,-0.015259255,-0.009155553
Normal,-0.039674062,0.216681417,0.076296274
Normal,-0.149540696,-0.039674062,0.057985168
Normal,-0.106814783,-0.100711081,-0.06408887
Normal,-0.027466659,0.051881466,-0.125125889
Normal,0.106814783,-0.100711081,-0.265511032
Normal,0.167851802,-0.314340666,-0.247199927
Normal,0.271614734,-0.247199927,-0.271614734
Normal,0.198370311,0.070192572,-0.167851802
Normal,-0.149540696,0.332651772,-0.173955504
Normal,-0.173955504,0.332651772,-0.1617481
Normal,-0.1617481,0.070192572,-0.186162908
Normal,-0.051881466,-0.045777764,-0.180059206
Normal,0.100711081,-0.106814783,-0.112918485
Normal,0.173955504,-0.25940733,-0.009155553
Normal,0.076296274,-0.454725809,0.021362957
Normal,-0.076296274,-0.479140617,-0.112918485
Normal,-0.314340666,-0.210577715,-0.155644398
Normal,-0.485244319,0.082399976,-0.100711081
Normal,-0.32654807,0.265511032,-0.027466659
Normal,-0.100711081,0.399792492,0.039674062
Normal,0.057985168,0.790429413,-0.003051851
Normal,0.19226661,0.918607116,0.057985168
Normal,0.186162908,0.234992523,0.143436994
Normal,-0.021362957,-0.546281338,0.131229591
Normal,-0.167851802,-0.735496059,0.167851802
Normal,-0.100711081,-0.25940733,0.216681417
Normal,-0.003051851,0.302133244,0.277718436
Normal,0.088503677,0.302133244,0.216681417
Normal,0.076296274,-0.094607379,0.100711081
Normal,0.039674062,-0.283822138,0.094607379
Normal,0.015259255,-0.131229591,0.082399976
Normal,-0.027466659,0.094607379,0.076296274
Normal,0.027466659,0.19226661,0.057985168
Normal,0.082399976,0.19226661,0.094607379
Normal,0.173955504,0.137333293,0.19226661
Normal,0.173955504,0.027466659,0.253303628
Normal,0.143436994,-0.094607379,0.155644398
Normal,0.112918485,-0.112918485,0.051881466
Normal,0.070192572,-0.082399976,0.03357036
Normal,0.021362957,-0.015259255,0.125125889
Normal,0.088503677,0.021362957,0.155644398
Normal,0.1617481,0.076296274,0.076296274
Normal,0.167851802,0.125125889,-0.06408887
Normal,0.131229591,0.088503677,-0.149540696
Normal,0.094607379,0.027466659,-0.119022187
Normal,0.03357036,-0.149540696,-0.180059206
Normal,0.076296274,-0.222785119,-0.125125889
Normal,0.204474013,-0.088503677,-0.125125889
Normal,0.088503677,0.021362957,-0.137333293
Normal,-0.082399976,0.045777764,-0.204474013
Normal,-0.25940733,0.088503677,-0.210577715
Normal,-0.4242073,0.125125889,-0.143436994
Normal,-0.234992523,0.088503677,-0.094607379
Normal,0.082399976,-0.003051851,-0.100711081
Normal,0.210577715,-0.186162908,-0.106814783
Normal,0.009155553,-0.25940733,-0.173955504
Normal,-0.186162908,-0.25940733,-0.204474013
Normal,-0.363170281,-0.167851802,-0.155644398
Normal,-0.399792492,-0.100711081,-0.039674062
Normal,-0.204474013,-0.167851802,-0.082399976
Normal,0.06408887,-0.216681417,-0.119022187
Normal,0.308236945,-0.100711081,-0.100711081
Normal,0.332651772,0.180059206,-0.03357036
Normal,0.198370311,0.436414704,0.057985168
Normal,0.076296274,0.52186653,0.119022187
Normal,-0.027466659,0.656147972,0.112918485
Normal,-0.003051851,0.350962877,0.155644398
Normal,0.100711081,-0.332651772,0.180059206
Normal,0.167851802,-0.650044233,0.204474013
Normal,0.100711081,-0.479140617,0.180059206
Normal,0.015259255,0.088503677,0.198370311
Normal,-0.076296274,0.418103598,0.1617481
Normal,-0.094607379,0.387585089,0.137333293
Normal,0.027466659,0.094607379,0.125125889
Normal,0.155644398,-0.039674062,0.137333293
Normal,0.198370311,0.021362957,0.137333293
Normal,0.198370311,0.106814783,0.106814783
Normal,0.112918485,0.045777764,0.125125889
Normal,0.003051851,-0.198370311,0.131229591
Normal,-0.051881466,-0.277718436,0.082399976
Normal,-0.009155553,-0.039674062,0.045777764
Normal,0.119022187,0.320444368,-0.015259255
Normal,0.186162908,0.247199927,-0.076296274
Normal,0.155644398,0.082399976,-0.076296274
Normal,0.045777764,0.057985168,-0.100711081
Normal,0.070192572,0.198370311,-0.070192572
Normal,-0.045777764,0.222785119,-0.06408887
Normal,-0.03357036,-0.03357036,-0.03357036
Normal,-0.039674062,-0.271614734,-0.06408887
Normal,0.051881466,-0.357066579,-0.057985168
Normal,0.314340666,-0.350962877,0.021362957
Normal,0.112918485,-0.308236945,0.027466659
Normal,-0.088503677,-0.247199927,-0.015259255
Normal,-0.180059206,-0.186162908,-0.125125889
Normal,-0.247199927,-0.003051851,-0.143436994
Normal,-0.198370311,0.210577715,-0.125125889
Normal,-0.125125889,0.350962877,-0.06408887
Normal,-0.03357036,0.357066579,-0.076296274
Normal,0.027466659,0.216681417,-0.082399976
Normal,0.06408887,-0.051881466,-0.106814783
Normal,0.167851802,-0.25940733,-0.045777764
Normal,0.222785119,-0.314340666,-0.015259255
Normal,0.082399976,-0.119022187,0.088503677
Normal,0.009155553,0.271614734,0.100711081
Normal,0.094607379,0.576799847,0.149540696
Normal,0.271614734,0.717184991,0.1617481
Normal,0.277718436,0.369273983,0.19226661
Normal,0.149540696,-0.357066579,0.137333293
Normal,-0.009155553,-0.820947886,0.112918485
Normal,-0.070192572,-0.784325674,0.112918485
Normal,-0.088503677,-0.283822138,0.100711081
Normal,-0.119022187,0.28992584,0.009155553
Normal,-0.039674062,0.607318357,-0.039674062
Normal,0.076296274,0.466933213,-0.027466659
Normal,0.119022187,0.045777764,-0.045777764
Normal,0.039674062,-0.375377685,0.021362957
Normal,-0.027466659,-0.430311002,-0.03357036
Normal,-0.021362957,-0.119022187,0.03357036
Normal,-0.009155553,0.216681417,0.076296274
Normal,-0.06408887,0.19226661,0.125125889
Normal,0.015259255,-0.082399976,0.051881466
Normal,0.021362957,-0.332651772,-0.03357036
Normal,-0.070192572,-0.363170281,-0.021362957
Normal,-0.1617481,-0.106814783,-0.003051851
Normal,-0.19226661,0.149540696,-0.027466659
Normal,-0.137333293,0.271614734,-0.082399976
Normal,-0.027466659,0.100711081,-0.173955504
Normal,-0.009155553,-0.045777764,-0.149540696
Normal,0.009155553,-0.082399976,-0.112918485
Normal,0.186162908,-0.186162908,-0.051881466
Normal,0.350962877,-0.180059206,-0.027466659
Normal,0.32654807,0.027466659,-0.051881466
Normal,0.155644398,0.228888821,-0.039674062
Normal,0.082399976,0.253303628,-0.021362957
Normal,0.015259255,0.198370311,-0.070192572
Normal,-0.015259255,0.131229591,-0.021362957
Normal,0.009155553,-0.021362957,0.015259255
Normal,-0.003051851,-0.167851802,0.021362957
Normal,-0.03357036,-0.234992523,0.06408887
Normal,-0.100711081,-0.088503677,0.076296274
Normal,-0.106814783,0.338755473,0.070192572
Normal,-0.057985168,0.717184991,0.155644398
Normal,-0.021362957,0.686666444,0.271614734
Normal,0.027466659,-0.106814783,0.131229591
Normal,0.100711081,-0.668355376,0.027466659
Normal,0.070192572,-0.527970232,0.155644398
Normal,-0.039674062,-0.155644398,0.247199927
Normal,-0.088503677,0.247199927,0.186162908
Normal,-0.076296274,0.28992584,-0.021362957
Normal,-0.03357036,0.28992584,0.003051851
Normal,0.076296274,0.222785119,0.106814783
Normal,0.119022187,-0.131229591,0.057985168
Normal,0.039674062,-0.186162908,0.009155553
Normal,0.057985168,-0.015259255,-0.021362957
Normal,-0.021362957,0.302133244,0.057985168
Normal,-0.106814783,0.076296274,0.228888821
Normal,0.03357036,-0.436414704,0.180059206
Normal,0.045777764,-0.503555425,0.082399976
Normal,0.180059206,-0.241096225,0.057985168
Normal,0.137333293,0.234992523,0.070192572
Normal,-0.009155553,0.094607379,0.112918485
Normal,-0.094607379,-0.234992523,-0.015259255
Normal,-0.100711081,-0.173955504,-0.06408887
Normal,-0.027466659,-0.06408887,-0.19226661
Normal,0.100711081,-0.125125889,-0.265511032
Normal,0.271614734,-0.1617481,-0.265511032
Normal,0.381481387,-0.03357036,-0.265511032
Normal,0.027466659,0.253303628,-0.228888821
Normal,-0.180059206,0.411999896,-0.198370311
Normal,-0.228888821,0.180059206,-0.143436994
Normal,-0.143436994,-0.070192572,-0.137333293
Normal,0.155644398,-0.149540696,-0.149540696
Normal,0.100711081,-0.222785119,-0.082399976
Normal,0.051881466,-0.283822138,0.015259255
Normal,0.076296274,-0.411999896,0.009155553
Normal,-0.198370311,-0.357066579,-0.094607379
Normal,-0.387585089,-0.149540696,-0.119022187
Normal,-0.442518406,-0.003051851,-0.057985168
Normal,-0.210577715,0.143436994,0.015259255
Normal,-0.039674062,0.32654807,0.009155553
Normal,0.100711081,0.698873848,-0.03357036
Normal,0.149540696,0.97354047,0.015259255
Normal,0.100711081,0.527970232,0.143436994
Normal,-0.125125889,-0.32654807,0.125125889
Normal,-0.149540696,-0.656147972,0.155644398
Normal,-0.021362957,-0.363170281,0.228888821
Normal,0.076296274,0.228888821,0.314340666
Normal,0.076296274,0.277718436,0.228888821
Normal,0.039674062,-0.021362957,0.137333293
Normal,-0.051881466,-0.241096225,0.112918485
Normal,-0.076296274,-0.204474013,0.149540696
Normal,-0.039674062,0.027466659,0.167851802
Normal,0.045777764,0.051881466,0.106814783
Normal,0.100711081,0.155644398,0.088503677
Normal,0.155644398,0.228888821,0.204474013
Normal,0.167851802,0.143436994,0.198370311
Normal,0.106814783,-0.027466659,0.216681417
Normal,0.088503677,-0.1617481,0.06408887
Normal,0.100711081,-0.241096225,0.045777764
Normal,0.088503677,-0.082399976,0.088503677
Normal,0.106814783,0.173955504,0.119022187
Normal,0.137333293,0.265511032,0.070192572
Normal,0.137333293,0.19226661,-0.039674062
Normal,0.070192572,0.051881466,-0.155644398
Normal,0.057985168,-0.015259255,-0.143436994
Normal,0.06408887,-0.106814783,-0.119022187
Normal,0.198370311,-0.247199927,-0.106814783
Normal,0.283822138,-0.25940733,-0.131229591
Normal,-0.03357036,-0.051881466,-0.1617481
Normal,-0.210577715,-0.039674062,-0.19226661
Normal,-0.405896194,0.051881466,-0.167851802
Normal,-0.338755473,0.088503677,-0.180059206
Normal,-0.027466659,0.137333293,-0.1617481
Normal,0.198370311,0.137333293,-0.088503677
Normal,0.180059206,0.015259255,-0.155644398
Normal,0.009155553,-0.167851802,-0.180059206
Normal,-0.28992584,-0.234992523,-0.228888821
Normal,-0.436414704,-0.210577715,-0.19226661
Normal,-0.338755473,-0.149540696,-0.076296274
Normal,-0.155644398,-0.198370311,-0.057985168
Normal,0.283822138,-0.265511032,-0.088503677
Normal,0.32654807,-0.149540696,-0.076296274
Normal,0.271614734,0.149540696,-0.009155553
Normal,0.149540696,0.4242073,0.045777764
Normal,-0.027466659,0.479140617,0.137333293
Normal,-0.088503677,0.582903549,0.100711081
Normal,0.027466659,0.204474013,0.149540696
Normal,0.204474013,-0.375377685,0.131229591
Normal,0.234992523,-0.601214655,0.180059206
Normal,0.070192572,-0.32654807,0.180059206
Normal,-0.112918485,0.204474013,0.198370311
Normal,-0.149540696,0.448622108,0.094607379
Normal,-0.06408887,0.302133244,0.094607379
Normal,0.082399976,0.057985168,0.06408887
Normal,0.180059206,-0.009155553,0.119022187
Normal,0.271614734,0.03357036,0.125125889
Normal,0.204474013,-0.06408887,0.106814783
Normal,0.045777764,-0.076296274,0.167851802
Normal,-0.027466659,-0.131229591,0.112918485
Normal,-0.100711081,-0.131229591,0.137333293
Normal,0.021362957,0.021362957,0.070192572
Normal,0.167851802,0.119022187,0.009155553
Normal,0.210577715,0.100711081,-0.057985168
Normal,0.112918485,0.094607379,-0.112918485
Normal,0.015259255,0.186162908,-0.143436994
Normal,0.015259255,0.283822138,-0.112918485
Normal,-0.045777764,0.204474013,-0.051881466
Normal,-0.003051851,0.021362957,-0.070192572
Normal,0.003051851,-0.112918485,-0.088503677
Normal,-0.057985168,-0.210577715,-0.051881466
Normal,0.265511032,-0.28992584,0.06408887
Normal,0.253303628,-0.357066579,0.009155553
Normal,-0.015259255,-0.357066579,-0.021362957
Normal,-0.06408887,-0.234992523,-0.094607379
Normal,-0.25940733,-0.039674062,-0.070192572
Normal,-0.173955504,0.19226661,-0.094607379
Normal,-0.204474013,0.344859175,-0.106814783
Normal,-0.125125889,0.442518406,-0.06408887
Normal,0.088503677,0.247199927,-0.06408887
Normal,0.082399976,-0.106814783,-0.094607379
Normal,0.143436994,-0.302133244,-0.057985168
Normal,0.204474013,-0.253303628,-0.027466659
Normal,0.088503677,-0.03357036,0.051881466
Normal,-0.009155553,0.32654807,0.076296274
Normal,0.021362957,0.680562779,0.119022187
Normal,0.210577715,0.759910867,0.222785119
Normal,0.302133244,0.296029542,0.216681417
Normal,0.241096225,-0.436414704,0.094607379
Normal,0.015259255,-0.839259028,0.131229591
Normal,-0.137333293,-0.863673836,0.119022187
Normal,-0.106814783,-0.332651772,0.106814783
Normal,-0.112918485,0.253303628,0.03357036
Normal,-0.070192572,0.631733164,-0.009155553
Normal,0.070192572,0.411999896,0.021362957
Normal,0.082399976,-0.070192572,-0.009155553
Normal,0.076296274,-0.32654807,-0.021362957
Normal,-0.015259255,-0.338755473,-0.039674062
Normal,-0.076296274,-0.015259255,-0.003051851
Normal,-0.021362957,0.186162908,0.100711081
Normal,0.051881466,0.094607379,0.076296274
Normal,-0.003051851,-0.131229591,0.03357036
Normal,0.009155553,-0.198370311,-0.070192572
Normal,-0.021362957,-0.051881466,-0.027466659
Normal,-0.100711081,-0.051881466,-0.021362957
Normal,-0.186162908,-0.112918485,-0.045777764
Normal,-0.216681417,0.03357036,-0.06408887
Normal,-0.027466659,0.186162908,-0.167851802
Normal,0.070192572,0.039674062,-0.198370311
Normal,-0.027466659,-0.247199927,-0.119022187
Normal,0.119022187,-0.277718436,-0.057985168
Normal,0.357066579,-0.088503677,-0.027466659
Normal,0.32654807,0.125125889,-0.088503677
Normal,0.186162908,0.228888821,-0.045777764
Normal,0.070192572,0.198370311,-0.03357036
Normal,0.03357036,0.180059206,-0.076296274
Normal,0.100711081,0.131229591,-0.06408887
Normal,-0.03357036,0.009155553,-0.003051851
Normal,-0.003051851,-0.100711081,0.06408887
Normal,-0.015259255,-0.204474013,0.03357036
Normal,-0.106814783,-0.021362957,0.039674062
Normal,-0.119022187,0.332651772,0.106814783
Normal,-0.045777764,0.631733164,0.155644398
Normal,0.051881466,0.613422059,0.283822138
Normal,-0.009155553,0.003051851,0.149540696
Normal,0.039674062,-0.582903549,0.070192572
Normal,0.057985168,-0.52186653,0.173955504
Normal,-0.057985168,-0.186162908,0.234992523
Normal,-0.143436994,0.06408887,0.186162908
Normal,-0.106814783,0.234992523,0.021362957
Normal,0.03357036,0.234992523,0.03357036
Normal,0.137333293,0.296029542,0.076296274
Normal,0.1617481,-0.009155553,0.06408887
Normal,0.100711081,-0.173955504,-0.021362957
Normal,0.045777764,-0.003051851,0.027466659
Normal,0.021362957,0.28992584,0.045777764
Normal,-0.094607379,0.143436994,0.186162908
Normal,-0.027466659,-0.399792492,0.216681417
Normal,0.125125889,-0.55238504,0.082399976
Normal,0.173955504,-0.387585089,0.045777764
Normal,0.1617481,0.082399976,0.051881466
Normal,0.057985168,0.1617481,0.106814783
Normal,-0.088503677,-0.112918485,0.070192572
Normal,-0.100711081,-0.155644398,-0.094607379
Normal,-0.045777764,-0.009155553,-0.143436994
Normal,0.045777764,-0.100711081,-0.241096225
Normal,0.25940733,-0.222785119,-0.241096225
Normal,0.460829511,-0.119022187,-0.271614734
Normal,0.094607379,0.057985168,-0.241096225
Normal,-0.19226661,0.28992584,-0.198370311
Normal,-0.32654807,0.350962877,-0.19226661
Normal,-0.19226661,0.204474013,-0.155644398
Normal,0.106814783,0.125125889,-0.167851802
Normal,0.106814783,-0.045777764,-0.076296274
Normal,0.100711081,-0.271614734,-0.021362957
Normal,0.051881466,-0.55238504,0.009155553
Normal,-0.186162908,-0.61952576,-0.119022187
Normal,-0.436414704,-0.32654807,-0.076296274
Normal,-0.411999896,-0.003051851,-0.06408887
Normal,-0.180059206,0.186162908,-0.015259255
Normal,-0.003051851,0.4242073,0.027466659
Normal,0.125125889,0.918607116,-0.003051851
Normal,0.186162908,0.985747874,0.039674062
Normal,0.070192572,0.186162908,0.076296274
Normal,-0.137333293,-0.527970232,0.088503677
Normal,-0.19226661,-0.595110953,0.186162908
Normal,0.009155553,-0.106814783,0.180059206
Normal,0.131229591,0.381481387,0.265511032
Normal,0.082399976,0.308236945,0.210577715
Normal,0.021362957,-0.143436994,0.143436994
Normal,-0.100711081,-0.344859175,0.131229591
Normal,-0.094607379,-0.28992584,0.131229591
Normal,-0.027466659,-0.070192572,0.137333293
Normal,0.051881466,0.119022187,0.070192572
Normal,0.143436994,0.25940733,0.094607379
Normal,0.155644398,0.167851802,0.210577715
Normal,0.106814783,-0.051881466,0.253303628
Normal,0.125125889,-0.149540696,0.19226661
Normal,0.149540696,-0.119022187,0.027466659
Normal,0.06408887,-0.070192572,0.039674062
Normal,0.06408887,-0.045777764,0.137333293
Normal,0.119022187,0.021362957,0.125125889
Normal,0.137333293,0.253303628,0.021362957
Normal,0.125125889,0.411999896,-0.082399976
Normal,0.082399976,0.167851802,-0.155644398
Normal,0.015259255,-0.094607379,-0.137333293
Normal,0.03357036,-0.186162908,-0.137333293
Normal,0.180059206,-0.173955504,-0.057985168
Normal,0.253303628,-0.198370311,-0.094607379
Normal,0.009155553,-0.137333293,-0.125125889
Normal,-0.283822138,-0.137333293,-0.180059206
Normal,-0.418103598,-0.051881466,-0.210577715
Normal,-0.357066579,0.06408887,-0.1617481
Normal,0.003051851,0.045777764,-0.119022187
Normal,0.247199927,0.100711081,-0.106814783
Normal,0.100711081,0.051881466,-0.149540696
Normal,-0.112918485,-0.003051851,-0.228888821
Normal,-0.241096225,-0.03357036,-0.222785119
Normal,-0.302133244,-0.167851802,-0.228888821
Normal,-0.28992584,-0.241096225,-0.143436994
Normal,-0.155644398,-0.247199927,-0.03357036
Normal,0.131229591,-0.314340666,-0.06408887
Normal,0.28992584,-0.222785119,-0.088503677
Normal,0.216681417,0.094607379,0.009155553
Normal,0.112918485,0.436414704,0.100711081
Normal,0.027466659,0.534073934,0.155644398
Normal,-0.009155553,0.607318357,0.143436994
Normal,0.057985168,0.155644398,0.137333293
Normal,0.19226661,-0.460829511,0.106814783
Normal,0.222785119,-0.656147972,0.180059206
Normal,0.119022187,-0.344859175,0.186162908
Normal,-0.027466659,0.1617481,0.186162908
Normal,-0.186162908,0.497451723,0.070192572
Normal,-0.112918485,0.436414704,0.106814783
Normal,0.088503677,0.131229591,0.057985168
Normal,0.198370311,-0.088503677,0.137333293
Normal,0.320444368,-0.1617481,0.112918485
Normal,0.25940733,-0.082399976,0.100711081
Normal,0.027466659,0.027466659,0.143436994
Normal,-0.155644398,0.027466659,0.125125889
